tweets,id,len,date,source,likes,retweets 
b'Happening Now!\n\n#DayBreak is streaming LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f  https://t.co/RsH6PR5JzE',965918961014484992,107,2018-02-20 12:00:00,TweetDeck,3,4
b'Watch Now!\n\n@technology is LIVE on Twitter with #BTech. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/omjoxbnlkr',965707571616206850,82,2018-02-19 22:00:01,TweetDeck,5,2
"b""@markets is streaming LIVE on Twitter with What'd You Miss! Watch it now at\nhttps://t.co/JApQ7W3Dpk.""",965692466224447488,100,2018-02-19 21:00:00,TweetDeck,0,0
b'Starting Now!\n\n@cheddar is LIVE on Twitter. Go to https://t.co/SV9WbaSHhy to watch. #CheddarLIVE',965677381607460864,96,2018-02-19 20:00:03,TweetDeck,4,5
b'Watch LIVE Now!\n\n#tictocnews is LIVE on Twitter. Follow @tictoc for 24/7 news updates and tap below to watch now. \xf0\x9f\x91\x87 \nhttps://t.co/m4SLV8LiHk',965624522132013056,140,2018-02-19 16:30:01,TweetDeck,8,2
b'Happening Now!\n\nStart your morning with #AM2DM! Tap below to watch now and join the conversation. \xe2\xac\x87\xef\xb8\x8f  https://t.co/Wn5vs2dkln',965601663116566529,125,2018-02-19 14:59:11,TweetDeck,5,5
b'Watch Now!\n\n@technology is LIVE on Twitter with #BTECH. Tap below to watch now. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxbnlkr.',964620406652112896,107,2018-02-16 22:00:01,TweetDeck,3,4
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Watch now at\nhttps://t.co/JApQ7W3Dpk.""",964605306138329088,102,2018-02-16 21:00:01,TweetDeck,8,4
b'Happening Now!\n\n@cheddar is LIVE on Twitter with #CheddarLIVE. Go to https://t.co/SV9WbaB5SY to watch.',964590219025555456,102,2018-02-16 20:00:04,TweetDeck,6,4
b'RT @CBCIndigenous: LIVE Q&amp;A: What is the state of race relations in Canada? Is reconciliation possible? #ColtenBoushie https://t.co/ISFcRSE\xe2\x80\xa6',964572629154914304,144,2018-02-16 18:50:10,TweetDeck,0,66
b'RT @ABC: LIVE NOW: @ABC News Special Report: DOJ announces indictment against 13 Russian nationals over 2016 election meddling. https://t.c\xe2\x80\xa6',964567603317440512,140,2018-02-16 18:30:12,TweetDeck,0,579
b'#AM2DM is streaming LIVE!\n\nTap here to watch and get in on the conversation.\xf0\x9f\x91\x87 https://t.co/Wn5vs1VIWN',964514711399161856,101,2018-02-16 15:00:01,TweetDeck,5,3
b'RT @ABC: LIVE: NYC officials hold news conference after twin brothers arrested on explosives charges. https://t.co/chBR0MAntV https://t.co/\xe2\x80\xa6',964305009289592843,140,2018-02-16 01:06:44,Twitter for  iPhone,0,259
b'RT @ABC: LIVE: Vigil held for victims of South Florida school shooting. https://t.co/qfqk054TaD https://t.co/5AOPlMEV98',964281318489063424,119,2018-02-15 23:32:36,Twitter for  iPhone,0,270
b'RT @ABC: LIVE NOW: @ABC News Special Report: Officials update on deadly Florida school shooting. https://t.co/kzWGkyEIcJ',964260970293014530,120,2018-02-15 22:11:45,Twitter for  iPhone,0,110
"b""Happening Now!\n\n@markets is LIVE on Twitter with What'd You Miss. \xf0\x9f\x91\x87\nhttps://t.co/JApQ7VM2xM""",964242916825845760,91,2018-02-15 21:00:00,TweetDeck,6,5
b'Starting Now!\n\n#CheddarLIVE is streaming LIVE on Twitter. Go to https://t.co/SV9WbaSHhy to watch.',964227820628140032,97,2018-02-15 20:00:01,TweetDeck,7,4
"b""RT @ABC: .@ABC NEWS SPECIAL REPORT: Local law enforcement officials brief on yesterday's deadly school shooting in Florida. https://t.co/73\xe2\x80\xa6""",964220866014990336,140,2018-02-15 19:32:23,TweetDeck,0,78
b'RT @wsvn: Marjory Stoneman Douglas alleged shooter makes bond court appearance https://t.co/gEfvQkp7Lz',964212588409245696,102,2018-02-15 18:59:29,TweetDeck,0,286
b'RT @wsvn: School shooting vigil being held at Parkridge Church. https://t.co/QF5pbdk4cc',964189919617970177,87,2018-02-15 17:29:25,TweetDeck,0,408
b'RT @FoxNews: .@POTUS addresses the nation on the deadly Florida school shooting. https://t.co/9ZlHad0I5M',964173161649659904,104,2018-02-15 16:22:49,TweetDeck,0,2163
b'Watch LIVE Now!\n\n#tictocnews is LIVE on Twitter. Follow @tictoc for 24/7 news updates and tap below to watch now. \xf0\x9f\x91\x87 \nhttps://t.co/m4SLV8tHPM',964167433853526016,140,2018-02-15 16:00:04,TweetDeck,10,5
b'RT @ABC: .@ABC NEWS SPECIAL REPORT: State and law enforcement officials give update on Florida school shooting. https://t.co/QXo1Blnfu5',964164311735324672,135,2018-02-15 15:47:39,TweetDeck,0,94
b'Starting NOW!\n\n#AM2DM is LIVE on Twitter. Tap here to watch and see all the best tweets from the show. \xf0\x9f\x91\x87 https://t.co/Wn5vs2dkln',964152339388157960,128,2018-02-15 15:00:05,TweetDeck,8,3
"b""Watch LIVE Now!\n\n@markets is LIVE on Twitter with What'd You Miss. \xf0\x9f\x91\x87\nhttps://t.co/JApQ7VM2xM""",963880535352336384,92,2018-02-14 21:00:02,TweetDeck,3,2
"b'RT @ABC: LIVE NOW: @ABC News Special Report: Police respond to reports of shooting at high school in Parkland, Florida. https://t.co/E6dEby\xe2\x80\xa6'",963870619770261504,140,2018-02-14 20:20:38,TweetDeck,0,1005
b'RT @ABC: LIVE: Police respond to reports of shooting at South Florida high school. https://t.co/x2GOVlNeNB',963868173341745154,106,2018-02-14 20:10:54,TweetDeck,0,156
b'RT @wsvn: #BREAKING: A shooting has occurred at Marjory Stoneman Douglas High School. https://t.co/xJpqSkic1U',963865790134013952,109,2018-02-14 20:01:26,TweetDeck,0,4827
"b""RT @Circa: NSA holds a press briefing to give updates on shots fired at NSA's headquarters in Forte Meade. MD. https://t.co/GmMbHrH3Nt""",963835624154324993,134,2018-02-14 18:01:34,TweetDeck,0,28
b'RT @CNBC: Treasury Secretary Steven Mnuchin testifies at a Senate Finance Committee hearing on the 2019 budget request for the Treasury Dep\xe2\x80\xa6',963814509101101056,140,2018-02-14 16:37:40,TweetDeck,0,40
"b""RT @NewsHour: WATCH #Periscope: Treasury Secy. @stevemnuchin1 addresses @GOPSenFinance Cmte. regarding President's 2018 #budget https://t.c\xe2\x80\xa6""",963798246316486656,140,2018-02-14 15:33:03,Twitter for  iPhone,0,30
b'RT @ABC: LIVE: Senate holds free-for-all debate on immigration as DACA deadline approaches. https://t.co/jMzwCweQBB',963793834642759681,115,2018-02-14 15:15:31,TweetDeck,0,79
b'Starting now!\n\n#AM2DM is LIVE on Twitter. Watch now at https://t.co/Wn5vs1VIWN.\xf0\x9f\x91\x87',963789935982534656,80,2018-02-14 15:00:01,TweetDeck,4,2
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Go to \nhttps://t.co/JApQ7W3Dpk to watch.""",963533243206086657,105,2018-02-13 22:00:01,TweetDeck,6,5
"b""RT @BuzzFeedNews: Rescuers attempt to save stranded climbers from Oregon's tallest mountain. https://t.co/FCu3u4QvUw""",963525127395856387,116,2018-02-13 21:27:46,TweetDeck,0,48
b'Happening Now!\n\n@cheddar is LIVE on Twitter. Go to https://t.co/SV9WbaB5SY to watch. #CheddarLIVE',963503043491766273,97,2018-02-13 20:00:01,TweetDeck,6,4
"b""Watch LIVE Now!\n\n#tictocnews is LIVE on Twitter. Head to @tictoc for today's top news stories. \xf0\x9f\x91\x87 \nhttps://t.co/m4SLV8tHPM""",963499533526355968,121,2018-02-13 19:46:04,TweetDeck,3,5
b'RT @FoxNews: Watch the @WhiteHouse press briefing https://t.co/EGYEZDJnYv',963498568152645633,73,2018-02-13 19:42:14,TweetDeck,0,339
b'RT @NBCNews: LIVE: Senate Intel hearing on worldwide threats continues  https://t.co/q5Q98EBm3d',963448944566161408,95,2018-02-13 16:25:03,TweetDeck,0,219
"b'RT @ABC: LIVE: Senate Intelligence Committee holds hearing on emerging threats. FBI Dir. Chris Wray, CIA Dir. Mike Pompeo expected to testi\xe2\x80\xa6'",963429205093601281,140,2018-02-13 15:06:36,Twitter for  iPhone,0,65
b'Happening Now!\n\n#AM2DM is streaming LIVE on Twitter. Tap below to watch now. \xe2\xac\x87\xef\xb8\x8f https://t.co/Wn5vs2dkln',963427560594997250,103,2018-02-13 15:00:04,Twitter for  iPhone,5,2
b'RT @Circa: Vice President Pence speaks at the Museum of African American History and Culture. https://t.co/cA1uvWUFV1',963413165252980736,117,2018-02-13 14:02:52,Twitter for  iPhone,0,17
b'Watch Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. Watch it now at https://t.co/omjoxb5JVR.',963170859748704256,110,2018-02-12 22:00:02,TweetDeck,5,3
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. \xf0\x9f\x91\x87\nhttps://t.co/JApQ7W3Dpk""",963155751156854789,90,2018-02-12 21:00:00,TweetDeck,3,3
b'RT @CNBC: White House press briefing by Press Secretary Sarah Huckabee Sanders. https://t.co/szIRBJV9rn',963153853490360320,103,2018-02-12 20:52:27,TweetDeck,0,24
b'RT @vicenews: The Senate is beginning a rare open floor debate to save DACA before March 5. Watch live here. https://t.co/lDLMqgM7fT',963142578504859649,132,2018-02-12 20:07:39,TweetDeck,0,79
b'#CheddarLIVE is streaming LIVE on Twitter! Go to https://t.co/SV9WbaSHhy to watch. \xe2\xac\x87\xef\xb8\x8f',963140665935835136,85,2018-02-12 20:00:03,TweetDeck,4,5
b'RT @NASA: LIVE NOW: Acting Administrator Lightfoot speaks on the #StateOfNASA w/ FY2019 budget highlights &amp; more. Watch: https://t.co/rvzPO\xe2\x80\xa6',963110759541673989,144,2018-02-12 18:01:13,TweetDeck,0,1295
"b'RT @ABC: LIVE: Pres. Trump holds meeting with state, local officials on infrastructure. https://t.co/lQ3RIeF3oz'",963099424280010752,111,2018-02-12 17:16:10,Twitter for  iPhone,0,25
b'Watch LIVE Now!\n\n#tictocnews is LIVE on Twitter. Follow @tictoc for 24/7 news updates and tap below to watch now. \xf0\x9f\x91\x87 \nhttps://t.co/m4SLV8tHPM',963080262866427904,140,2018-02-12 16:00:02,TweetDeck,4,5
b'RT @NBCNews: LIVE: National Portrait Gallery unveiling portraits of Barack and Michelle Obama. https://t.co/eUMk2bkbtW https://t.co/28zH5bU\xe2\x80\xa6',963071714858098688,140,2018-02-12 15:26:04,TweetDeck,0,1013
b'Happening Now!\n\nStart your morning with #AM2DM LIVE on Twitter. Tap below to tune in and join the conversation. https://t.co/MjgBh77iEr',963065155490693121,135,2018-02-12 15:00:00,TweetDeck,6,5
b'Watch Now!\n\n@BloombergTV is LIVE on Twitter with #DayBreak. Head to https://t.co/RsH6PQO8I6 to watch.',963019869343100928,101,2018-02-12 12:00:03,TweetDeck,9,7
"b""RT @vicecanada: VICE's co-production with @CTVW5 investigates the spreading opioid crisis. Watch Now #VICExW5 https://t.co/q10iZIYvL0""",962478541425258496,133,2018-02-11 00:09:00,TweetDeck,0,43
"b""RT @vicecanada: VICE and @CTVW5 are shining a light on the opioid crisis in small Canadian communities.\n\nWatch 'Steel Town Down: Drug Crisi\xe2\x80\xa6""",962376641321324544,140,2018-02-10 17:24:06,TweetDeck,0,84
b'Happening Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxb5JVR',962083695178887169,100,2018-02-09 22:00:02,TweetDeck,5,5
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Head to\nhttps://t.co/JApQ7W3Dpk to watch. #WDYM""",962068589976014848,112,2018-02-09 21:00:00,TweetDeck,4,3
b'Watch Now!\n\n#CheddarLIVE is streaming LIVE on Twitter. Tap below to watch now.\xf0\x9f\x91\x87  https://t.co/SV9WbaB5SY',962053496907300864,104,2018-02-09 20:00:02,TweetDeck,6,3
"b'RT @AM2DM: On a scale from Avril Lavigne to Celine Dion, this week on #AM2DM hit the high notes in ""It\'s All Coming Back to Me Now""\xf0\x9f\x8e\xb6 \n\nChec\xe2\x80\xa6'",962042948576620545,140,2018-02-09 19:18:07,TweetDeck,0,13
b'RT @tictoc: LIVE: Trump makes surprise remarks to the press at the White House #tictocnews https://t.co/PBmUT5rgSD',962024634651586560,114,2018-02-09 18:05:21,TweetDeck,0,5
b'Watch Now!\n\n#tictocnews is LIVE on Twitter. Tap here to watch now and follow @tictoc for all the top news updates. \xf0\x9f\x91\x87\nhttps://t.co/m4SLV8LiHk',962008201171320835,140,2018-02-09 17:00:03,TweetDeck,3,5
b'RT @CBCNews: \xe2\x9a\xa1\xef\xb8\x8f Recap of the #PyeongChang2018 #OpeningCeremony\n\nhttps://t.co/FmtiiXL9uF @CBCOlympics',961992824374865920,100,2018-02-09 15:58:56,TweetDeck,0,19
b'Follow along and be part of the #Olympics conversation. \xe2\xac\x87\xef\xb8\x8f https://t.co/ROhQziYRg5',961984970876243968,82,2018-02-09 15:27:44,TweetDeck,11,4
b'Watch Now!\n\n#AM2DM is streaming LIVE with guests @Xenia__Sobchak and @alyandaj. Tap here to watch and join the conv\xe2\x80\xa6 https://t.co/vKxrU8hN5Q',961978002216140801,140,2018-02-09 15:00:03,TweetDeck,6,4
b'Happening Now!\n\n#DayBreak is streaming LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f  https://t.co/RsH6PR5JzE',961932692257296384,107,2018-02-09 12:00:00,TweetDeck,4,5
b'RT @ABCPolitics: LIVE: Senate debates budget deal as midnight funding deadline looms. https://t.co/gy5VhLVthz https://t.co/6TY3S9yarF',961801871953399808,133,2018-02-09 03:20:10,Twitter for  iPhone,0,105
b'RT @ABCPolitics: LIVE: Senate debates budget deal as government shutdown looms. https://t.co/yvelkmwTz7 https://t.co/abEgzI9i6z',961758356154322945,127,2018-02-09 00:27:15,Twitter for  iPhone,0,93
b'Watch Now!\n\n#BTech is LIVE on Twitter. Watch it now at https://t.co/omjoxbnlkr. \xe2\xac\x87\xef\xb8\x8f',961721299939840000,82,2018-02-08 22:00:00,TweetDeck,4,2
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/JApQ7W3Dpk""",961706210943672320,91,2018-02-08 21:00:02,TweetDeck,3,2
b'RT @FoxNews: Principal Deputy Press Secretary @RajShah45 holds a briefing at the @WhiteHouse. https://t.co/vfCrjQJGQW',961701638288429062,117,2018-02-08 20:41:52,TweetDeck,0,176
"b'Happening Now!\n\n@cheddar is streaming LIVE on Twitter with #ChedHER, a day of highlighting women in business, tech,\xe2\x80\xa6 https://t.co/wOf9iIUkXA'",961691118403575808,140,2018-02-08 20:00:04,TweetDeck,9,5
"b""\xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cThis is what Olympic athletes' nightmares are made of\xe2\x80\x9d by @NPR\n\nhttps://t.co/4pbTEe47Qk""",961653202805551106,91,2018-02-08 17:29:24,TweetDeck,3,3
b'RT @cheddar: Today is the day. We bring you #ChedHER: a day full of live programming celebrating women who are changing the game. We interv\xe2\x80\xa6',961632156127723520,140,2018-02-08 16:05:46,TweetDeck,0,28
"b""Don't miss it!\n\n#AM2DM is streaming LIVE on Twitter. Tap below to watch now.\xf0\x9f\x91\x87 https://t.co/Wn5vs2dkln""",961615611733397504,101,2018-02-08 15:00:02,TweetDeck,4,1
b'RT @FoxNews: .@POTUS addresses National Prayer Breakfast https://t.co/YjvTIGdEqd',961588187989790720,80,2018-02-08 13:11:04,Twitter for  iPhone,0,1742
b'Watch Now!\n\n@BloombergTV is LIVE on Twitter with #DayBreak. Head to https://t.co/RsH6PQO8I6 to watch.',961570316379181056,101,2018-02-08 12:00:03,TweetDeck,8,6
"b""RT @NBCNews: LIVE: House Minority Leader Pelosi's speech on DACA and Dreamers approaches 8-hour mark https://t.co/AsVYiqjeHK""",961370810891100161,124,2018-02-07 22:47:17,Twitter for  iPhone,0,650
b'\xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cNigerian man goes viral for organizing street cleanup\xe2\x80\x9d by @NPR\n\nhttps://t.co/p1QAjbX9rc',961358954998697985,91,2018-02-07 22:00:10,TweetDeck,16,4
b'Watch Now!\n\n@technology is LIVE on Twitter. Watch it now at https://t.co/omjoxb5JVR. \xf0\x9f\x91\x87',961358917686054913,86,2018-02-07 22:00:01,TweetDeck,3,2
"b""RT @NBCNews: LIVE: House Minority Leader Pelosi's speech on DACA and Dreamers nears 7-hour mark \nhttps://t.co/AsVYiqjeHK""",961357261858799621,120,2018-02-07 21:53:27,TweetDeck,0,721
"b""@markets is LIVE on Twitter with What'd You Miss. Tap below to watch now.\nhttps://t.co/JApQ7W3Dpk""",961343817680003072,97,2018-02-07 21:00:01,TweetDeck,2,0
"b""RT @NBCNews: LIVE: House Minority Leader Pelosi's speech on DACA and Dreamers stretches into 5th hour https://t.co/AsVYiqjeHK""",961333314115309573,125,2018-02-07 20:18:17,TweetDeck,0,2011
b'Preparations underway ahead of the opening ceremony for #PyeongChang2018 | Moment by @Reuters\n\nhttps://t.co/yFcciwo1h4',961332245452787717,118,2018-02-07 20:14:02,TweetDeck,1,1
b'Happening Now!\n\n#CheddarLIVE is streaming LIVE on Twitter. Go to https://t.co/SV9WbaSHhy to watch.',961328725995479040,98,2018-02-07 20:00:03,TweetDeck,3,2
b'RT @FoxNews: .@PressSec Sarah Sanders holds a White House briefing. https://t.co/WthNQoJpVy',961306809234542595,91,2018-02-07 18:32:58,TweetDeck,0,617
b'RT @ABC: LIVE: Nancy Pelosi surpasses two hours in extended speech on House floor focused on Dreamers. https://t.co/tJo9Mlt6z5',961286566172819456,126,2018-02-07 17:12:31,TweetDeck,0,365
b'RT @NewsHour: WATCH #Periscope: @SenatorLankford (R-OK) and @SenAngusKing (I-ME) discuss #immigration and #DACA https://t.co/ASAIiqxeiB',961279530353688577,135,2018-02-07 16:44:34,TweetDeck,0,10
b'Watch LIVE Now!\n\n#tictocnews is LIVE on Twitter. Follow @tictoc for 24/7 news updates and tap below to watch now. \xf0\x9f\x91\x87 \nhttps://t.co/m4SLV8tHPM',961275874023821317,140,2018-02-07 16:30:02,TweetDeck,1,1
b'Watch Now!\n\n#AM2DM is streaming LIVE on Twitter. \xe2\xac\x87\xef\xb8\x8f https://t.co/Wn5vs2dkln',961253243279077376,75,2018-02-07 15:00:07,Twitter for  iPhone,5,3
b'RT @TwitterSafety: Today is #SaferInternetDay\n\nHere are five tools you can use to control your experience on Twitter.\nhttps://t.co/6V82KrP8\xe2\x80\xa6',961034035236663297,140,2018-02-07 00:29:03,Twitter for iPhone,0,1885
b'RT @macleans: Watch now: Jagmeet Singh in conversation with Paul Wells #MacleansLive https://t.co/v7jf0jpHZM',961029743473844230,108,2018-02-07 00:12:00,TweetDeck,0,100
b'RT @ABC: LIVE: SpaceX reps hold news conference following launch of Falcon Heavy rocket. https://t.co/u9KzjTiTSC',961027849858834432,112,2018-02-07 00:04:29,Twitter for  iPhone,0,450
b'Watch Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. Tap below to watch now. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxbnlkr',960996531628277760,120,2018-02-06 22:00:02,TweetDeck,3,4
"b""Happening Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Watch it now at \nhttps://t.co/JApQ7VM2xM.""",960981433631244288,107,2018-02-06 21:00:02,TweetDeck,4,3
"b'RT @tictoc: LIVE: For the first time ever, SpaceX is attempting to launch its powerful #FalconHeavy rocket #tictocnews\n https://t.co/PBmUT5\xe2\x80\xa6'",960975638533468160,140,2018-02-06 20:37:00,TweetDeck,0,207
"b""RT @NewsHour: WATCH on #Periscope: President Trump's @PressSec Sarah Sanders holds @WhiteHouse news briefing https://t.co/YozP8OTUxq""",960970584426516480,132,2018-02-06 20:16:55,TweetDeck,0,19
"b'RT @ABC: LIVE: Sen. Jeff Flake responds on Senate floor to Pres. Trump\'s ""treason"" comment about Democrats who didn\'t applaud his State of\xe2\x80\xa6'",960968200304381952,139,2018-02-06 20:07:27,TweetDeck,0,175
b'RT @ABCWorldNews: LIVE: Pres. Trump hosts law enforcement roundtable on MS-13 gang. https://t.co/FtTj5QvmPM',960951715217510400,107,2018-02-06 19:01:57,TweetDeck,0,7
b'RT @NewsHour: WATCH: #Periscope: WATCH LIVE: House Democrats holds news conference on #immigration reform https://t.co/dhYgMaeZYl',960918140908601344,129,2018-02-06 16:48:32,TweetDeck,0,48
b'RT @NewsHour: WATCH: #periscope: House GOP leaders hold news conference amid memo debate https://t.co/qd4HgE91WA',960891779896807424,112,2018-02-06 15:03:47,TweetDeck,0,23
"b""Don't miss it!\n\n#AM2DM is LIVE with HQ Trivia's @ScottRogowsky &amp; @rus. Get the scoop at https://t.co/Wn5vs1VIWN. \xf0\x9f\x91\x87""",960890831602266112,118,2018-02-06 15:00:01,TweetDeck,5,3
b'Watch Now!\n\n@technology is LIVE on Twitter with #BTech. Watch it now at https://t.co/omjoxbnlkr.',960634148670136320,96,2018-02-05 22:00:03,TweetDeck,8,4
"b'RT @ABC: LIVE NOW: @ABC News Special Report: Dow down more than 1,000 points. https://t.co/Eq6qk2y7i8'",960619153035087874,101,2018-02-05 21:00:28,TweetDeck,0,590
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. \nhttps://t.co/JApQ7W3Dpk""",960619044486311936,89,2018-02-05 21:00:02,TweetDeck,4,4
"b'RT @NBCNews: BREAKING: Dow plunges 1,500 points https://t.co/BHyjGlft3Z'",960607152871215104,71,2018-02-05 20:12:47,TweetDeck,0,1704
b'Happening Now!\n\n@cheddar is LIVE on Twitter. Go to https://t.co/SV9WbaB5SY to watch. #CheddarLIVE',960603952529129472,97,2018-02-05 20:00:04,TweetDeck,3,2
b'RT @CNBC: President Donald Trump on tax reform https://t.co/uM0avfgkvu',960597804195475464,70,2018-02-05 19:35:38,TweetDeck,0,50
b'Watch Now!\n\n#tictocnews is LIVE on Twitter. Tap here to watch now and follow @tictoc for all the top news updates. \xf0\x9f\x91\x87\nhttps://t.co/m4SLV8LiHk',960581297008648192,140,2018-02-05 18:30:02,TweetDeck,4,2
"b""Don't miss it!\n\n#AM2DM is LIVE on Twitter. Watch now and join the conversation at https://t.co/Wn5vs1VIWN.""",960528441912078336,106,2018-02-05 15:00:00,TweetDeck,5,5
b'Happening Now!\n\nStart your morning with @BloombergTV streaming LIVE on Twitter. Head to https://t.co/RsH6PR5JzE to watch.',960483156884258816,121,2018-02-05 12:00:04,TweetDeck,6,5
b'RT @NBCNews: LIVE: Mass celebrations in the streets of #Philadelphia after @Eagles win the Super Bowl - @NBCPhiladelphia  https://t.co/58Gb\xe2\x80\xa6',960369390997950465,140,2018-02-05 04:28:00,Twitter for  iPhone,0,1405
b'Happening Now!\n\n#BTech is LIVE on Twitter. Watch it now at https://t.co/0aukAxj9t4.',959546972725219328,83,2018-02-02 22:00:00,TweetDeck,4,3
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Head to \nhttps://t.co/wg4lVjT1ov to watch.""",959531873289478144,107,2018-02-02 21:00:00,TweetDeck,2,3
b'Watch Now!\n\n#CheddarLIVE is streaming LIVE on Twitter. Go to https://t.co/SV9WbaSHhy to watch.',959516784025010176,94,2018-02-02 20:00:02,TweetDeck,6,6
"b'RT @AM2DM: From the Black Panther premiere to the Po-tate of the Union, #AM2DM had one eventful week. Check out some of the best moments ri\xe2\x80\xa6'",959515107171725313,140,2018-02-02 19:53:23,TweetDeck,0,8
"b""Tune in Now!\n\n#tictocnews is LIVE on Twitter. Tune in @tictoc for today's top news stories. \xf0\x9f\x91\x87 \nhttps://t.co/m4SLV8tHPM""",959486576383361030,118,2018-02-02 18:00:00,TweetDeck,3,4
"b""RT @macleans: What would you want to ask NDP leader Jagmeet Singh? Paul Wells will be interviewing him live on Feb. 6. We'll be livestreami\xe2\x80\xa6""",959465310800801793,140,2018-02-02 16:35:30,TweetDeck,0,6
b'Happening Now!\n\n#AM2DM is streaming LIVE on Twitter! Get the scoop and join in at https://t.co/Wn5vs1VIWN. \xf0\x9f\x91\x87',959441281238757376,108,2018-02-02 15:00:01,TweetDeck,3,3
b'Watch LIVE Now!\n\n#Daybreak is streaming LIVE on Twitter. Tap below to watch now. https://t.co/YXcDAfDTN1',959395993056940032,104,2018-02-02 12:00:04,TweetDeck,8,7
b'Watch Now!\n\n#BTech is streaming LIVE on Twitter. Tap below to watch now. https://t.co/0aukAx1y4u',959184592635805696,96,2018-02-01 22:00:02,TweetDeck,5,5
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Watch it now at\nhttps://t.co/wg4lVjT1ov.""",959169491488841728,105,2018-02-01 21:00:01,TweetDeck,4,3
b'RT @mic: \xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cMic announces its #BlackMonuments project to honor black heroes\xe2\x80\x9d by @mic\n\nhttps://t.co/xR590RkWUg',959158832818778112,110,2018-02-01 20:17:40,TweetDeck,0,72
b'Starting Now!\n\n#CheddarLIVE is streaming LIVE on Twitter. Tap below to get the scoop. \xe2\xac\x87\xef\xb8\x8f https://t.co/SV9WbaSHhy',959155108167733249,112,2018-02-01 20:02:52,Twitter Web Client,7,5
"b'RT @NBCNews: LIVE: Speaker Ryan, Senate Majority Leader McConnell hold GOP retreat news conference https://t.co/ynfOZ39nwN'",959148646716530688,122,2018-02-01 19:37:12,TweetDeck,0,165
b'RT @FoxNews: .@POTUS delivers remarks to the House and Senate Republicans\xe2\x80\x99 legislative planning conference. https://t.co/jIHtK7Xfrh',959120644100280321,131,2018-02-01 17:45:55,TweetDeck,0,869
b'@AM2DM is streaming LIVE with guest @JustinaMachado!\n\nTap here to watch and get in on the conversation.\xf0\x9f\x91\x87 https://t.co/Wn5vs1VIWN',959078898003714048,128,2018-02-01 15:00:02,TweetDeck,0,0
b'Starting now!\n\n@BloombergTV is LIVE on Twitter. Head to https://t.co/YXcDAfDTN1 to watch. #Daybreak',959033603224203265,99,2018-02-01 12:00:03,TweetDeck,2,4
b'RT @ABC: LIVE: NTSB officials give update on deadly Amtrak train crash in Virginia. https://t.co/UUmkvnlUm0 https://t.co/heUVTFTsa9',958877361122013184,131,2018-02-01 01:39:12,TweetDeck,0,85
b'RT @ABC: LIVE: Members of Congress hold news conference on train crash. https://t.co/XkKMbSkPy3 https://t.co/tFXju0nS2P',958843128009674752,119,2018-01-31 23:23:10,Twitter for  iPhone,0,79
b'@technology is LIVE on Twitter with #BTECH. Tap below to watch now. \xf0\x9f\x91\x87https://t.co/0aukAxj9t4',958822200118738944,92,2018-01-31 22:00:01,TweetDeck,0,0
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Go to \nhttps://t.co/wg4lVjBqwX to watch.""",958807097147305984,105,2018-01-31 21:00:00,TweetDeck,3,3
b'Watch Now!\n\n@cheddar is streaming LIVE on Twitter with #CheddarLIVE. \xe2\xac\x87\xef\xb8\x8f https://t.co/QRgFQhv6XK.',958792009858330624,96,2018-01-31 20:00:03,TweetDeck,5,4
b'RT @NBCNews: LIVE NBC News Special Report: Train carrying GOP lawmakers collides with garbage truck https://t.co/bsCDHcWbLZ',958748338576416777,123,2018-01-31 17:06:31,TweetDeck,0,648
"b""RT @TwitterData: Watch how America Tweeted @POTUS' 2018 #SOTU\nhttps://t.co/Zj6kLCCaJS https://t.co/OLP4m9oS8F""",958735423420977152,109,2018-01-31 16:15:12,Twitter for  iPhone,0,80
"b""Don't miss it!\n\n#AM2DM is streaming LIVE with guest @Simone_Biles.  Tap below to watch and join the conversation! \xf0\x9f\x91\x87 https://t.co/Wn5vs1VIWN""",958716509718683648,139,2018-01-31 15:00:02,TweetDeck,7,4
